153602,846242,17
153602,1727898,17
153602,1037038,17
153602,1598909,17
153602,919538,17
153602,1598909,17
153602,1598909,17
153602,1598909,17
153602,1598909,17
153602,1598909,17
153602,1598909,17
153602,1194955,17
153602,1037038,17
153602,1598909,17
153602,1727898,17
153602,1598909,17
153602,1727898,17
153602,1598909,17
153602,1598909,17
153602,1194955,17
519514,1715509,97
519514,1336687,97
519514,1715509,97
519514,566142,97
519514,169868,97
519514,1490395,97
519514,868627,97
519514,1336687,97
519514,537924,97
519514,1490395,97
519514,377807,97
519514,1378053,97
519514,537924,97
519514,1205682,97
519514,537924,97
519514,1747989,97
519514,1490395,97
519514,175124,97
519514,1205682,97
519514,537924,97
519514,868627,97
519514,537924,97
519514,1490395,97
519514,537924,97
519514,537924,97
519514,169868,97
519514,537924,97
519514,1715509,97
519514,537924,97
519514,11010,97
519514,1753800,97
519514,1336687,97
519514,1490395,97
519514,537924,97
519514,777557,97
519514,1715509,97
519514,1490395,97
519514,1490395,97
519514,537924,97
519514,169868,97
519514,537924,97
519514,175124,97
519514,868627,97
519514,1336687,97
519514,1336687,97
519514,377807,97
519514,537924,97
519514,169868,97
519514,1490395,97
519514,731741,97
519514,1715509,97
519514,169868,97
519514,1336687,97
519514,1490395,97
519514,175124,97
519514,537924,97
519514,537924,97
519514,1720341,97
519514,537924,97
519514,537924,97
519514,1205682,97
519514,868627,97
519514,777557,97
519514,537924,97
519514,537924,97
519514,868627,97
519514,1715509,97
519514,537924,97
519514,1490395,97
519514,169868,97
519514,169868,97
519514,868627,97
519514,169868,97
519514,537924,97
519514,1336687,97
519514,1490395,97
519514,1720341,97
519514,868627,97
519514,1205682,97
519514,1490395,97
519514,537924,97
519514,1336687,97
519514,174471,97
519514,1205682,97
519514,1490395,97
519514,1336687,97
519514,377807,97
519514,777557,97
519514,1176605,97
519514,169868,97
519514,1058117,97
519514,1205682,97
519514,169868,97
519514,169868,97
519514,169868,97
519514,868627,97
519514,169868,97
519514,1715509,97
519514,537924,97
519514,1336687,97
519514,468257,97
519514,1336687,97
519514,1490395,97
519514,1720341,97
519514,169868,97
519514,1336687,97
519514,169868,97
519514,1715509,97
519514,868627,97
519514,537924,97
519514,537924,97
519514,1715509,97
519514,169868,97
519514,777557,97
519514,169868,97
519514,377807,97
490872,1486166,141
490872,699271,141
490872,1456106,141
490872,629476,141
490872,937729,141
490872,629476,141
490872,1593984,141
490872,699271,141
490872,36174,141
490872,826564,141
490872,1501027,141
490872,699271,141
490872,1505012,141
490872,198631,141
490872,1688534,141
490872,826564,141
490872,382907,141
490872,1593984,141
490872,1593984,141
490872,382907,141
490872,839522,141
490872,803718,141
490872,330316,141
490872,841064,141
490872,198631,141
490872,966146,141
490872,699271,141
490872,1185916,141
490872,330316,141
490872,1593984,141
490872,629476,141
490872,64948,141
490872,27463,141
490872,1593984,141
490872,1345754,141
490872,1593984,141
490872,1316283,141
490872,1316283,141
490872,1593984,141
490872,198631,141
490872,629476,141
490872,524959,141
490872,1593984,141
490872,1027578,141
490872,699271,141
490872,1593984,141
490872,826564,141
490872,198631,141
490872,336016,141
490872,629476,141
490872,9989,141
490872,382907,141
490872,1137654,141
490872,1505012,141
490872,27463,141
490872,629476,141
490872,1095448,141
490872,465512,141
490872,629476,141
490872,198631,141
490872,826564,141
490872,9989,141
490872,1593984,141
490872,839522,141
490872,629476,141
490872,1505237,141
490872,629476,141
490872,330316,141
490872,1575014,141
490872,1593984,141
490872,699271,141
490872,1486166,141
490872,64948,141
490872,945104,141
490872,738232,141
490872,1264871,141
490872,699271,141
490872,382907,141
490872,1095448,141
490872,1593984,141
490872,629476,141
490872,1103977,141
490872,648310,141
490872,26650,141
490872,699271,141
490872,439524,141
490872,330316,141
490872,1593984,141
490872,1486166,141
490872,509889,141
490872,1593984,141
490872,319649,141
490872,382907,141
490872,511332,141
490872,1345754,141
490872,1593984,141
490872,382907,141
490872,629476,141
490872,1593984,141
490872,1171104,141
490872,27463,141
490872,9989,141
490872,878421,141
490872,629476,141
490872,803718,141
490872,1486166,141
490872,1116293,141
490872,629476,141
490872,1593984,141
490872,1546186,141
490872,648310,141
490872,826564,141
490872,629476,141
490872,1282216,141
490872,1264871,141
490872,1054602,141
490872,382907,141
490872,382907,141
490872,336016,141
490872,26650,141
490872,1245564,141
490872,1593984,141
490872,1546186,141
490872,382907,141
490872,826564,141
490872,699271,141
490872,1593984,141
490872,36174,141
490872,87763,141
490872,382907,141
490872,1116293,141
490872,511332,141
490872,382907,141
490872,1282216,141
490872,26650,141
490872,241333,141
490872,319649,141
490872,387826,141
490872,1593984,141
490872,439524,141
490872,1103977,141
490872,27463,141
490872,1593984,141
490872,569386,141
490872,738232,141
490872,27463,141
490872,1095448,141
490872,699271,141
490872,1185916,141
490872,1775865,141
490872,330316,141
490872,336016,141
490872,629476,141
490872,382907,141
490872,9989,141
490872,581646,141
490872,937729,141
490872,36174,141
490872,1501027,141
490872,198631,141
490872,198631,141
490872,1103977,141
490872,330316,141
490872,996346,141
490872,1505012,141
490872,382907,141
490872,382907,141
490872,717520,141
490872,198631,141
